f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,target
29.686,42.243,53.697,23.224,16.846,44.011,37.521,70.106,58.248,61.269,45.231,55.444,52.559,42.982,62.983,28.344,29.219,23.061,45.773,53.371,151.73504
24.301,61.297,75.702,53.963,33.964,40.372,29.003,35.828,49.133,64.049,36.478,50.112,39.233,45.428,54.587,45.233,55.029,24.908,42.578,43.341,148.32294
47.653,55.435,50.276,32.879,53.151,42.691,57.482,71.601,48.277,48.953,45.257,50.434,54.921,52.075,53.192,46.564,45.07,47.035,52.696,57.883,149.89794
72.35,52.265,42.161,40.916,47.566,73.116,70.811,44.19,43.538,52.595,36.231,59.604,32.959,9.562,80.325,52.998,50.915,71.082,52.95,61.843,145.9899
29.732,50.301,56.633,45.111,39.544,43.82,51.409,54.973,65.545,40.554,59.262,62.412,62.98,47.431,39.945,56.722,52.589,33.76,28.605,60.887,141.68562
61.528,42.246,31.165,57.284,65.363,52.899,62.968,49.719,48.206,40.415,60.717,60.596,60.389,39.507,64.504,63.285,52.606,59.628,51.074,56.459,139.2941
69.096,39.974,45.927,50.704,51.015,41.37,58.643,65.437,46.145,37.704,48.97,58.423,52.916,50.94,38.734,59.207,42.633,46.822,60.145,48.464,151.41166
55.098,31.594,43.66,36.901,51.207,33.388,67.584,67.185,56.901,34.247,57.927,60.655,49.374,60.635,44.237,37.414,35.18,53.033,74.375,45.939,155.96986
42.125,54.227,37.95,26.672,43.019,63.53,43.157,49.168,53.711,54.163,42.897,48.451,55.374,33.398,68.198,50.662,55.511,53.766,43.281,49.35,150.99512
43.222,26.807,48.528,58.151,48.653,57.907,61.547,80.413,58.998,50.346,46.11,47.775,50.105,68.204,48.466,32.188,36.601,37.648,70.159,64.033,149.04898
30.472,43.478,49.499,33.392,45.395,56.389,46.258,51.758,67.853,42.151,54.171,47.788,67.935,37.313,60.799,43.285,55.411,40.809,26.634,49.619,144.68104
41.943,45.612,48.99,57.732,52.822,55.159,49.031,49.306,47.993,46.296,43.2,49.909,30.749,53.697,59.015,44.326,54.419,49.768,60.847,38.06,146.97636
26.96,45.59,63.106,55.231,28.142,31.309,46.789,60.946,50.91,63.303,57.749,61.694,50.708,77.766,39.643,37.784,45.719,29.273,51.942,47.316,158.23228
55.284,29.421,43.837,43.619,60.415,56.396,61.567,58.487,52.497,43.45,48.65,41.617,48.807,50.08,61.605,31.289,47.06,63.809,68.399,48.343,152.53154
30.153,50.423,64.752,41.486,35.856,35.775,32.667,50.906,67.645,58.433,55.475,44.693,64.648,56.085,41.844,46.456,55.633,26.539,34.141,51.61,135.33334
44.784,36.787,54.223,52.801,53.656,39.056,59.452,68.486,44.354,44.58,40.6,42.931,32.127,74.489,41.664,51.071,51.898,46.527,76.685,48.03,161.35344
48.592,46.493,44.625,46.888,67.365,45.506,55.971,70.424,43.526,52.158,49.902,39.917,43.51,75.601,49.474,54.097,47.676,42.506,62.9,46.469,161.88304
27.161,43.198,42.998,44.283,39.372,22.815,51.327,58.444,56.861,57.588,48.73,42.335,38.968,64.021,39.641,47.076,48.716,21.794,51.426,55.006,138.40476
35.189,49.422,33.875,51.455,45.538,38.433,58.746,54.013,58.798,44.851,53.254,56.797,19.704,47.893,62.108,37.535,40.633,42.159,61.119,41.256,138.77758
49.817,45.054,61.039,45.794,48.956,55.341,52.166,50.08,51.748,34.44,55.374,43.454,51.175,33.437,61.775,43.918,63.268,71.809,55.891,55.645,145.15632
34.959,31.799,36.416,69.666,34.365,21.284,46.096,47.218,52.864,44.456,59.284,48.374,30.811,72.074,38.559,49.997,52.843,27.97,65.297,51.247,153.77488
36.028,60.787,50.032,50.133,51.724,43.803,49.428,48.188,52.533,44.516,61.289,52.865,49.476,62.72,53.214,33.24,50.27,53.161,65.645,34.946,168.58742
58.013,39.79,52.075,53.472,57.92,54.344,56.807,59.543,46.381,36.827,46.933,48.281,51.611,54.52,64.052,46.5,51.664,56.204,57.791,47.907,150.70962
23.563,32.898,32.862,51.699,61.055,69.532,59.202,66.317,74.675,64.905,58.222,58.333,41.626,63.969,51.57,34.411,41.608,40.726,49.709,46.324,148.38828
33.207,46.454,50.095,43.152,38.624,47.047,38.809,48.645,67.921,57.991,50.838,53.636,45.54,56.092,38.879,52.607,53.631,27.751,33.296,58.209,145.07866
62.142,45.639,61.381,28.081,52.907,53.112,48.436,36.645,46.511,52.067,31.768,48.86,49.52,44.916,66.836,36.258,44.996,42.385,62.966,45.755,154.24288
40.378,40.668,42.226,43.77,57.797,43.261,52.759,78.121,56.244,51.06,64.377,41.227,46.314,76.266,35.561,41.15,59.351,42.586,63.27,45.798,160.39022
61.555,48.811,65.137,43.65,17.311,37.849,37.128,36.808,52.262,47.045,49.464,51.04,45.409,30.071,53.939,46.215,55.007,39.84,45.659,40.27,148.8987
64.601,52.705,48.515,38.996,45.254,49.746,56.083,35.178,53.515,50.301,65.971,53.745,50.535,31.866,61.79,39.148,59.147,66.95,45.694,51.762,152.01724
18.864,49.231,54.859,53.575,39.038,62.049,35.57,52.016,57.49,56.198,42.218,45.86,36.398,42.683,64.187,32.958,51.169,36.722,53.48,49.533,137.33192
43.151,22.866,57.017,47.057,42.551,29.884,48.086,64.135,55.701,46.576,50.961,45.871,53.476,46.169,48.603,37.593,49.157,23.373,57.054,59.08,141.33108
35.393,36.49,46.051,52.963,44.776,52.114,50.896,55.586,59.062,38.212,55.767,54.935,52.065,38.024,51.881,40.223,50.653,42.569,45.461,54.902,147.03898
45.768,43.712,55.38,48.935,77.182,53.312,54.282,72.002,41.494,34.929,45.352,39.736,43.684,73.246,50.993,36.321,43.254,60.951,74.322,39.359,146.1632
55.771,49.043,51.56,39.346,51.205,57.796,52.647,52.866,43.384,38.403,50.402,56.344,50.363,35.278,54.523,44.471,48.167,49.369,55.039,49.987,146.5919
32.096,49.73,32.686,34.655,61.466,56.51,62.745,63.563,65.073,55.724,56.427,55.943,54.519,67.49,54.433,47.875,50.051,38.152,41.339,55.515,147.01806
64.991,66.051,46.799,36.279,57.474,34.438,50.139,47.158,19.391,16.762,47.07,46.795,46.826,20.724,61.893,61.929,66.071,59.541,56.929,35.915,141.8068
52.892,28.069,29.27,48.927,47.48,29.42,75.073,67.205,41.183,41.889,60.757,64.777,51.036,29.528,65.764,44.747,47.774,37.925,59.519,59.822,155.02322
44.981,38.018,48.839,50.217,61.955,38.457,55.276,68.207,33.795,38.131,56.878,38.732,45.4,67.192,43.359,58.964,64.956,38.155,64.57,49.536,152.24232
63.381,39.517,33.278,33.269,41.882,39.395,74.7,50.803,61.856,29.543,69.182,60.339,55.061,18.865,73.467,54.563,45.201,63.487,42.748,55.671,150.31084
42.465,57.117,59.481,50.156,33.522,30.901,52.424,46.058,36.415,40.389,60.05,49.467,38.971,38.117,62.816,27.905,40.419,43.589,74.25,44.46,151.6882
54.561,38.599,39.081,25.105,50.493,61.901,60.755,54.346,71.379,35.231,51.509,56.542,54.72,32.25,58.938,58.279,43.303,48.811,39.506,58.769,147.19908
57.752,47.516,35.53,24.911,85.105,67.886,49.097,75.09,45.722,40.982,49.246,28.39,46.759,66.854,49.94,55.909,51.77,62.798,66.072,59.148,161.05584
28.69,40.488,48.489,60.091,49.775,41.024,44.777,52.174,53.288,40.953,60.916,46.779,51.369,57.442,51.841,43.99,56.229,28.581,46.604,47.579,139.32878
40.539,35.087,44.052,47.492,55.872,40.055,68.745,76.036,42.66,46.559,58.874,40.962,46.725,58.896,43.993,40.14,60.843,41.905,64.93,57.404,161.46328
43.799,41.328,57.676,65.54,49.168,33.38,44.193,56.655,44.623,67.78,42.193,64.323,46.918,82.787,38.414,50.84,50.467,26.37,54.443,42.201,160.12852
51.032,42.67,39.571,41.383,69.475,59.138,67.517,62.127,44.643,30.53,36.379,51.687,34.422,55.486,68.235,38.704,46.763,61.555,68.803,36.488,150.94572
26.072,38.873,30.063,41.915,55.423,55.792,66.267,69.174,65.615,31.654,62.79,37.254,39.247,47.745,63.37,31.843,40.185,40.141,66.335,48.742,141.21756
19.936,23.182,45.218,60.383,67.565,66.107,49.651,56.723,71.459,58.406,35.34,25.349,28.413,68.099,49.994,43.445,60.479,18.576,59.461,62.044,153.51426
48.555,59.408,48.891,37.244,73.185,59.825,50.575,34.532,75.455,23.964,74.897,32.431,59.617,42.673,51.072,51.264,51.165,64.986,60.322,56.571,147.72328
52.169,54.484,54.727,29.678,56.234,61.595,50.315,61.509,57.717,36.853,52.508,44.118,51.503,38.684,55.298,41.676,45.247,56.73,54.426,46.704,140.05914
59.045,49.779,50.593,45.372,63.397,57.21,53.819,42.978,50.176,28.519,61.649,41.745,52.005,43.855,56.74,51.452,62.802,63.906,56.439,46.802,142.90382
48.523,32.108,37.651,63.998,45.601,40.676,44.391,34.945,54.715,66.333,48.94,41.793,25.73,50.941,39.145,49.544,66.432,36.936,55.649,73.744,144.89558
23.114,33.415,54.949,44.641,50.225,34.102,32.95,72.536,58.491,73.436,44.168,33.085,57.184,86.99,27.844,46.172,44.503,12.214,58.814,58.183,147.79372
33.576,53.62,44.637,52.34,40.524,49.064,36.359,50.329,55.711,51.462,52.794,65.55,46.351,67.091,61.59,39.502,40.7,46.798,44.674,25.555,150.58332
35,54.554,49.186,37.179,53.023,38.042,66.971,57.064,45.882,39.53,56.432,49.074,43.988,50.467,66.464,49.292,53.548,44.95,51.494,52.537,157.90482
58.962,54.17,41.71,28.388,54.284,46.65,65.974,76.965,37.639,42.136,57.705,51.585,59.871,56.382,66.126,36.582,35.265,68.706,70.913,42.205,153.09402
62.517,36.122,42.475,45.86,70.356,36.2,59.217,44.885,37.163,38.629,74.669,41.851,52.016,46.387,48.458,74.38,83.988,42.884,44.193,61.058,166.77346
31.881,61.873,59.348,61.611,42.362,41.464,34.31,53.174,32.723,81.495,49.621,47.858,30.176,60.146,38.374,33.799,62.302,44.874,55.478,40.882,152.13774
40.137,51.589,39.897,34.027,61.606,64.66,56.609,48.89,54.15,41.871,54.65,57.95,46.243,39.954,63.901,36.594,48.797,54.868,55.937,41.571,162.45924
52.591,46.681,57.015,58.559,30.428,40.874,40.697,53.958,45.025,56.341,46.63,64.906,53.174,60.171,31.535,61.614,59.72,39.559,38.694,48.371,153.37208
66.462,42.365,36.698,38.706,64.302,61.277,55.864,65.564,51.977,42.472,60.754,46.338,58.495,54.136,59.265,39.192,40.494,69.041,64.186,38.026,151.1682
37.163,61.047,62.914,42.871,62.42,57.402,52.453,56.712,61.533,16.677,54.271,44.526,61.534,49.562,47.009,63.088,65.449,49.421,40.392,33.598,137.59544
44.22,40.11,45.729,39.755,42.381,49.87,52.587,48.965,61.511,35.71,65.365,60.912,66.558,32.946,60.404,54.368,53.585,55.532,39.257,55.245,149.78462
50.036,57.678,36.78,32.335,47.796,54.202,64.894,55.315,55.224,29.213,70.169,43.082,39.225,13.607,72.888,51.78,55.294,72.755,52.717,53.656,145.64794
30.966,35.323,48.206,59.875,44.195,44.195,36.883,46.723,62.3,55.107,62.551,36.366,45.686,64.541,30.451,63.33,69.695,14.186,43.736,65.024,135.5408
55.786,65.116,34.238,42.348,50.68,43.685,68.174,51.327,39.354,26.876,52.964,50.651,36.252,22.124,82.758,39.699,49.582,70.466,59.994,37.059,149.8583
80.992,41.938,37.474,48.038,68.226,54.052,71.784,21.672,49.226,42.22,61.146,50.147,44.032,47.313,63.975,61.518,71.796,63.444,48.952,44.703,158.8954
51.479,52.838,68.661,36.961,48.066,49.405,48.093,67.32,56.79,31.898,63.102,55.556,71.822,43.63,45.625,50.824,39.598,65.433,53.598,50.315,149.40492
38.81,53.739,57.481,32.911,68.282,54.112,53.674,69.546,50.415,51.167,39.974,28.628,47.691,61.868,52.414,44.29,44.656,37.396,65.671,57.712,147.29682
32.679,53.966,61.882,29.23,40.318,45.284,29.075,48.057,61.256,30.027,54.09,39.229,60.383,31.194,46.134,55.875,46.312,32.612,36.251,53.201,139.95848
31.112,46.248,44.016,53.096,52.601,51.65,44.378,55.988,72.313,47.682,55.091,36.509,45.095,69.719,53.579,39.473,39.835,50.496,62.654,49.478,146.25666
36.827,45.521,47.228,36.922,45.471,63.421,35.083,49.161,58.87,60.926,40.219,44.829,37.983,46.863,65.768,19.678,39.17,43.568,58.514,49.893,140.52562
16.13,49.243,55.981,61.309,33.315,29.472,44.025,41.001,51.149,58.982,51.824,43.864,30.505,44.49,57.922,37.752,66.974,24.243,42.902,46.86,137.8577
26.178,56.068,64.039,47.028,56.237,38.719,29.959,63.904,39.026,58.631,39.34,29.71,49.307,75.399,41.406,38.252,55.724,31.996,60.383,36.303,153.69356
50.853,47.374,69.495,50.967,45.343,41.612,43.026,42.171,36.188,52.106,25.002,67.255,60.501,34.55,56.516,62.712,65.464,31.011,36.064,51.128,151.24628
24.619,46.125,69.096,41.979,38.173,38.189,41.154,51.164,54.91,48.284,43.918,38.603,40.527,43.128,52.767,48.409,60.044,22.19,40.825,55.471,140.26652
31.275,37.255,52.157,50.664,44.134,38.062,58.006,75.318,51.079,51.765,47.65,51.879,44.965,77.185,51.781,34.947,45.147,31.956,60.177,50.863,162.64012
84.587,37.217,47.662,54.611,55.789,29.354,62.877,32.197,25.429,66.991,31.453,46.095,18.664,66.377,49.873,26.329,53.409,57.969,88.698,40.449,159.72746
51.567,50.551,47.58,36.879,53.485,44.82,62.238,78.886,45.249,61.999,43.19,50.099,55.233,74.045,57.138,54.159,33.065,39.166,56.333,47.964,160.9109
46.813,51.209,56.658,40.294,53.971,35.828,39.257,80.654,45.103,51.28,55.275,37.803,56.955,68.336,38.46,43.836,40.703,38.252,61.703,50.74,160.46708
31.184,55.769,36.842,43.225,30.833,56.255,31.572,57.009,59.469,58.118,53.822,64.505,42.599,55.221,42.221,43.185,44.459,44.342,48.376,47.708,149.9883
44.272,40.63,35.619,55.419,60.486,46.128,71.634,66.996,35.641,37.134,60.238,45.113,29.63,53.787,59.806,36.322,54.703,54.593,80.556,52.205,161.04062
74.78,43.284,54.889,47.167,62.592,35.69,46.725,62.134,30.379,66.377,43.352,27.635,40.436,61.944,38.076,51.752,60.383,40.816,65.25,47.143,150.87794
39.839,38.072,48.311,44.725,56.973,59.427,46.621,48.379,60.243,51.302,44.483,52.966,61.32,60.168,63.967,39.253,47.856,33.026,48.711,40.783,142.9571
38.507,45.395,38.412,40.434,61.474,40.443,50.347,61.731,67.908,26.932,66.741,24.032,62.768,68.065,48.28,58.083,51.024,46.77,48.278,49.232,148.01714
75.585,28.704,42.831,47.549,63.367,67.931,63.91,43.425,60.302,35.219,42.035,41.184,43.239,34.486,67.547,61.95,64.36,46.889,49.233,52.4,155.53998
51.779,41.603,44.708,54.689,58.752,38.006,52.236,52.969,43.861,44.46,38.727,50.196,41.097,67.68,57.75,34.685,37.154,48.359,74.779,41.162,150.1796
17.885,30.317,28.394,60.588,63.609,46.785,54.901,71.665,72.407,58.781,62.318,34.706,40.569,82.279,32.567,46.434,55.025,29.617,60.541,51.19,149.72246
22.763,45.272,51.379,49.406,49.977,65.891,40.466,43.53,68.791,42.214,52.962,47.603,55.644,49.444,51.529,50.79,60.22,34.283,39.523,54.928,140.3123
41.144,45.457,46.588,39.482,44.268,56.439,66.942,68.617,50.975,57.503,47.708,55.417,48.076,28.983,60.789,48.032,53.094,42.283,39.24,65.44,143.41564
39.259,42.413,53.94,42.238,54.13,41.292,64.509,59.31,42.298,42.379,53.547,42.88,51.232,52.355,47.937,54.656,57.579,38.336,58.155,56.908,162.10894
63.511,48.238,35.06,35.398,51.751,52.99,51.157,62.843,49.2,50.831,59.979,62.101,67.532,52.834,60.234,51.839,39.187,53.641,48.993,35.622,159.48126
33.922,41.097,40.812,52.992,62.042,42.418,57.719,65.484,60.48,66.445,42.525,31.101,32.579,87.023,28.822,43.593,61.303,30.304,72.687,51.71,167.15232
48.147,40.718,40.9,45.057,61.013,45.461,47.696,69.497,56.988,42.349,49.55,41.98,46.429,79.401,44.223,41.018,38.523,41.152,72.13,33.734,160.86826
27.197,50.451,36.559,30.859,53.327,60.401,50.955,69.851,63.124,58.725,55.965,50.192,49.095,66.192,56.079,40.976,34.09,34.581,52.541,63.606,148.5023
37.004,37.278,49.324,68.137,43.898,29.342,62.031,67.766,35.149,67.324,52.429,48.837,23.049,57.52,32.604,39.995,67.182,36.418,59.954,60.648,154.859
43.827,45.576,29.663,50.617,46.993,35.99,51.571,53.736,42.376,67.074,53.44,42.793,33.035,44.939,45.953,46.527,61.564,46.619,61.445,59.408,152.62442
45.383,39.369,49.562,43.866,53.985,31.186,47.847,68.883,40.565,46.456,56.771,39.711,48.924,62.958,40.17,42.823,48.278,50.107,72.203,51.53,154.15138
52.962,56.143,50.219,24.512,38.695,40.692,56.826,64.691,48.282,49.714,59.003,54.569,56.564,33.311,60.645,36.789,33.749,54.814,44.495,50.34,148.53906
58.717,42.909,36.485,49.619,42.517,35.523,73.815,38.284,50.219,42.118,61.349,71.324,30.128,35.587,56.628,43.011,61.281,48.801,52.449,48.595,154.80732
72.279,52.055,64.757,29.427,50.4,66.518,44.396,59.608,45.675,25.932,47.55,54.009,71.101,36.877,58.9,63.415,57.919,55.869,44.167,33.338,148.0851
30.114,48.266,46.871,51.428,71.387,53.657,50.686,58.385,57.281,48.617,50.896,46.311,48.538,79.245,41.4,46.591,51.059,38.836,51.741,41.638,159.48168
60.725,45.05,46.059,33.397,49.043,47.888,63.093,64.37,53.868,35.589,54.54,69.109,47.764,50.584,53.854,38.617,29.384,52.861,73.747,34.574,154.10662
47.25,49.034,70.044,54.369,38.848,34.717,41.183,61.732,27.347,48.263,42.285,47.993,50.5,73.768,48.862,41.03,46.097,44.38,69.398,41.254,158.65862
26.098,24.908,39.072,76.292,70.465,25.149,53.665,67.181,48.739,61.606,54.882,32.447,40.695,70.067,32.72,50.533,73.287,31.076,58.207,67.259,150.57202
23.025,37.312,48.566,53.356,32.476,38.041,53.26,35.508,45.481,39.816,58.3,51.007,32.647,40.931,62.266,31.085,61.471,46.577,67.496,62.335,152.53298
43.013,45.176,40.18,43.205,39.37,38.394,66.524,47.883,38.336,45.657,36.328,56.369,37.778,51.823,57.622,42.554,45.067,49.786,71.142,60.269,153.55194
30.564,40.917,51.71,45.157,63.932,48.017,44.856,61.62,65.715,58.99,58.193,45.18,66.28,80.037,33.116,57.169,53.896,21.497,44.767,50.567,158.50764
47.067,47.528,41.749,31.959,65.592,55.961,41.805,67.322,51.246,56.681,57.476,26.668,57.425,68.706,40.057,44.832,59.043,43.45,60.696,61.174,161.43716
48.309,48.32,56.464,35.468,66.397,53.841,39.389,64.298,56.597,40.56,55.034,46.717,52.719,65.85,41.809,34.85,49.458,65.57,54.794,28.711,155.22616
30.319,62.771,70.422,42.368,36.485,33.991,41.793,54.077,34.09,46.166,48.836,47.15,45.043,31.739,68.068,45.655,58.466,28.667,48.225,42.093,153.2537
46.398,68.979,76.131,17.81,54.557,71.085,40.709,74.132,49.762,35.137,37.661,39.333,65.162,53.119,39.931,35.343,32.595,61.793,58.608,36.029,142.27008
53.598,51.285,54.066,23.555,45.137,59.739,62.43,62.671,47.806,30.647,49.557,41.178,58.639,27.878,65.208,48.577,45.638,51.454,51.272,63.136,140.68676
49.725,40.133,49.799,46.476,32.995,27.961,52.974,57.042,35.997,69.113,44.091,58.672,44.137,61.518,52.863,51.02,49.373,36.524,57.046,47.23,153.47286
45.292,30.608,46.184,56.615,53.317,48.84,44.827,40.673,30.797,49.235,45.005,31.871,25.471,45.425,63.58,35.222,78.857,64.796,66.659,57.53,149.99996
37.628,57.62,49.322,42.588,53.848,46.221,50.549,72.248,53.388,50.766,59.851,42.665,43.682,78.434,41.793,40.651,38.717,42.161,66.836,33.962,158.2656
44.22,48.356,47.218,44.655,56.409,60.604,39.998,29.116,60.62,43.383,56.743,39.793,47.127,42.747,62.921,44.987,66.275,56.183,46.679,48.077,145.90386
35.214,45.537,49.64,34.042,53.034,46.555,41.824,74.634,37.306,65.704,41.877,40.623,66.982,46.826,63.485,50.273,46.773,27.416,48.726,48.349,158.206
41.909,53.009,68.909,55.442,57.738,51.722,30.809,60.848,55.238,40.177,42.043,48.446,50.702,61.818,44.559,54.314,62.142,40.476,51.154,42.762,154.24294
27.889,54.972,54.404,53.81,46.176,57.859,50.73,46.283,58.585,40.585,40.088,60.112,51.831,43.771,71.734,50.941,54.515,45.371,46.418,37.973,150.54446
24.607,62.27,53.696,39.695,49.1,32.887,33.016,64.545,56.345,56.104,56.061,45.435,55.445,88.489,26.988,50.333,40.24,27.625,50.992,35.802,156.41986
46.084,50.489,56.027,57.892,48.836,34.379,33.952,50.893,49.486,53.312,45.816,44.074,56.411,61.885,27.828,61.548,55.792,38.07,50.606,44.746,142.0861
46.359,48.923,49.745,41.423,61.833,62.667,36.609,51.81,57.851,47.761,50.714,48.757,56.025,58.31,56.19,40.381,47.485,49.286,54.107,43.879,149.31338
43.554,47.771,43.319,43.814,53.649,61.442,65.222,62.457,67.077,57.817,59.847,60.469,64.559,56.408,59.059,45.153,30.381,28.202,45.421,58.522,154.84862
35.537,44.213,51.793,49.752,33.142,41.268,34.339,42.115,52.742,68.6,43.074,50.707,49.474,58.389,39.781,53.786,55.649,28.87,49.733,51.91,147.55006
26.386,58.767,66.044,69.001,49.3,41.042,35.004,40.69,49.706,67.336,45.291,54.664,46.176,70.24,36.94,44.948,50.776,34.99,57.972,39.553,158.6016
73.356,44.307,33.536,29.3,57.76,55.959,66.2,66.968,49.354,31.196,63.691,69.314,65.595,42.104,59.723,53.574,41.393,63.049,46.314,43.291,158.2181
51.433,37.116,51.984,48.506,50.465,52.714,61.424,55.752,52.907,35.531,62.335,57.785,52.943,44.867,60.225,43.453,49.774,55.254,57.998,49.552,151.86186
55.633,55.572,45.577,57.285,52.668,32.41,58.471,38.095,41.635,42.262,57.794,53.47,52.485,64.137,56.497,40.036,41.642,51.967,72.894,42.787,142.9015
34.028,32.308,58.29,61.713,34.789,21.911,37.158,67.305,38.166,64.035,48.113,24.753,41.832,54.475,35.44,41.671,77.289,22.612,56.12,64.613,148.67048
40.237,48.201,49.138,43.949,50.097,45.84,61.37,57.649,59.789,36.498,61.894,45.134,64.06,39.904,50.423,62.651,64.276,39.556,38.171,55.447,151.6874
64.46,45.402,42.054,26.62,52.736,73.287,59.841,53.439,62.997,32.853,59.304,42.174,52.783,18.837,84.25,43.448,51.371,83.684,51.412,52.975,155.01272
54.204,43.107,44.385,55.243,59.607,58.388,52.575,47.112,55.497,41.662,52.651,60.969,43.593,59.867,57.351,48.176,48.341,51.293,58.012,40.941,162.21432
59.296,54.569,63.941,45.438,30.747,40.24,37.838,43.422,52.617,48.71,49.924,47.347,47.102,44.248,64.873,32.349,43.649,49.533,60.377,31.163,146.90284
45.507,39.949,47.51,42.53,62.922,67.496,38.372,52.974,59.852,49.131,29.032,29.477,50.793,67.022,46.664,41.783,52.086,32.152,60.058,52.277,145.98748
50.047,55.251,41.252,26.348,28.809,53.975,48.274,44.508,64.649,48.672,55.164,57.609,61.172,22.213,60.756,50.966,51.4,46.831,33.66,51.328,147.48924
52.298,36.248,36.297,48.194,50.501,37.099,48.748,68.127,52.055,37.264,60.791,52.364,42.958,62.524,48.966,39.883,41.722,57.412,69.236,46.528,151.07044
38.653,32.175,36.083,50.467,55.343,31.379,52.899,61.42,66.117,54.968,57.562,36.797,38.106,75.647,32.977,44.777,41.065,33.699,68.841,56.407,152.7222
46.924,43.506,38.793,45.637,38.424,45.805,37.322,47.669,42.732,74.433,51.15,54.486,40.25,48.029,54.923,54.943,54.84,41.33,46.13,64.381,148.49602
51.096,37.5,62.349,60.353,38.396,38.639,31.456,47.659,56.334,62.464,28.773,52.803,43.688,70.36,24.864,60.675,52.376,19.317,57.667,41.809,138.11808
43.905,43.22,40.016,43.014,54.109,49.132,62.743,57.715,56.378,59.102,46.638,53.827,44.237,39.369,57.983,30.126,52.413,41.558,52.223,49.75,151.62978
61.249,31.714,53.199,52.179,40.402,28.875,55.578,59.796,34.473,47.659,55.002,51.354,58.559,62.91,45.375,47.792,55.335,36.104,59.812,51.702,149.60244
35.57,36.924,37.75,57.368,60.258,45.045,57.192,66.081,59.435,60.208,50.749,63.589,48.552,84.613,40.057,58.351,53.89,26.781,51.844,50.697,162.57864
36.439,49.472,64.392,63.961,20.846,27.332,45.325,48.24,47.126,65.923,50.072,53.262,38.215,58.011,42.089,42.612,52.687,32.88,53.101,57.734,141.858
43.735,44.436,47.08,41.017,46.267,42.86,52.065,43.599,48.868,30.685,50.076,50.786,43.588,28.728,68.433,41.138,59.645,54.955,47.35,47.669,149.11334
40.326,46.667,33.266,40.234,58.937,40.905,62.642,82.274,48.251,63.144,54.357,44.036,46.795,65.622,44.957,49.509,52.337,52.903,55.278,59.704,161.50572
47.421,34.02,40.532,49.899,45.158,41.007,63.881,45.392,54.991,47.108,50.864,63.206,35.92,53.496,61.229,39.589,44.423,40.874,58.029,49.872,161.917
48.155,40.019,62.37,59.902,58.344,64.506,31.224,65.184,39.44,68.232,35.833,30.146,37.005,59.229,36.411,31.989,69.37,54.061,65.857,53.213,147.6828
35.812,56.438,58.518,41.769,38.72,39.089,36.173,55.7,27.906,57.357,30.479,40.712,32.98,40.725,78.48,35.696,44.582,41.657,69.847,42.784,160.87024
59.606,29.328,30.406,56.11,54.94,39.012,78.304,49.865,53.067,40.433,46.95,68.829,36.587,48.062,52.422,41.761,52.099,54.925,59.914,59.414,154.88494
57.512,51.077,51.718,40.368,39.493,50.157,33.644,53.484,42.117,60.842,55.443,55.13,47.645,50.483,57.706,28.789,37.19,60.339,63.371,40.609,157.65822
59.284,26.872,32.852,41.17,53.175,45.956,72.932,80.236,62.866,28.418,59.496,64.444,43.716,52.255,52.54,45.515,32.04,56.427,68.104,40.712,158.1346
66.492,56.859,48.724,31.579,51.019,57.767,66.788,54,44.752,33.699,56.733,54.746,53.798,29.219,70.901,57.982,50.31,62.491,36.55,60.336,149.4865
43.144,31.982,58.029,72.201,38.726,43.443,33.846,70.089,44.236,88.293,41.675,48.663,40.35,73.329,19.44,40.967,67.133,30.762,51.118,57.514,157.41028
64.499,44.371,60.218,41.033,62.692,63.038,29.35,64.039,44.978,51.213,47.514,34.213,46.997,66.563,35.415,49.793,58.34,47.428,53.343,49.89,153.49238
38.295,30.819,42.212,60.791,44.937,31.68,59.366,61.836,55.368,54.813,54.844,52.033,53.669,67.748,44.306,52.587,66.242,25.825,43.263,51.839,145.3478
36.29,50.718,39.963,57.757,38.958,45.611,67.821,31.417,36.16,56.116,46.635,67.899,25.442,39.16,55.866,46.397,74.642,61.481,43.46,48.767,155.43848
56.161,51.729,52.016,38.266,18.364,37.118,65.616,53.711,48.113,49.01,55.525,65.507,50.659,44.015,47.482,44.359,31.908,33.831,62.315,51.042,143.61906
36.152,30.695,48.81,70.758,39.619,36.146,56.045,63.67,53.213,57.937,50.134,59.878,40.095,76.754,48.612,59.149,65.468,27.668,55.61,53.674,155.73396
52.904,39.036,56.55,57.788,62.027,44.069,60.872,56.836,39.087,50.62,38.017,41.521,51.593,40.34,58.611,54.683,76.543,57.019,43.216,56.447,157.81778
55.787,56.045,65.166,30.45,51.374,67.503,31.571,56.677,43.68,47.768,47.686,47.29,45.231,34.7,55.515,39.763,47.12,73.029,48.246,52.663,150.3859
41.902,53.993,51.444,39.445,36.587,43.521,53.053,47.497,54.844,46.94,52.554,61.293,62.575,44.619,48.658,52.306,52.925,53.183,31.884,47.569,152.04332
38.269,56.302,57.561,13.462,46.54,61.203,36.84,57.429,50.332,64.822,39.204,55.947,59.41,47.402,56.627,21.898,38.588,48.898,49.008,36.365,142.75536
50.426,58.791,37.435,35.219,64.781,48.653,58.954,28.909,51.258,35.489,63.475,50.313,50.782,41.814,59.905,63.833,66.103,54.404,43.108,45.234,154.32824
